category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,shipping_delay_days,order_month,order_day,order_dayofweek,order_hour,shipping_month,shipping_day,shipping_dayofweek,shipping_hour,is_weekend_order,shipping_city,shipping_state,billing_city,billing_state,product_popularity
Beauty,140.14,1,Pending,Debit Card,Tablet,Social,VIP,1.0,11,24,6,14,11,25,0,14,1,Port Whitneymouth,Virginia,North Laura,Texas,17
Clothing,128.0,1,Returned,Apple Pay,Tablet,Organic,Returning,5.0,11,24,6,14,11,29,4,14,1,Wangton,Florida,West Amandaside,New Hampshire,11
Beauty,485.21,1,Delivered,Apple Pay,Tablet,Social,VIP,3.0,11,24,6,14,11,27,2,14,1,Lake Teresa,Rhode Island,New Karlashire,New Jersey,8
Clothing,73.66,1,Delivered,PayPal,Mobile,Organic,Returning,1.0,11,24,6,14,11,25,0,14,1,Lake Jeff,New York,Kathrynburgh,Montana,13
Toys,54.51,3,Delivered,Credit Card,Tablet,Organic,Returning,4.0,11,24,6,14,11,28,3,14,1,Lake Angelatown,Wisconsin,Tannerborough,Minnesota,11
Electronics,295.4,1,Shipped,Apple Pay,Tablet,Social,VIP,6.0,11,24,6,14,11,30,5,14,1,Greenborough,Hawaii,North Cynthia,Kentucky,12
Electronics,298.99,3,Shipped,Apple Pay,Tablet,Paid Search,VIP,7.0,11,24,6,14,12,1,6,14,1,Donnaville,Virginia,Port Chelsea,Alaska,13
Beauty,395.94,1,Shipped,PayPal,Tablet,Organic,Returning,1.0,11,24,6,14,11,25,0,14,1,Port Jacobhaven,New Mexico,New Carriefurt,Montana,6
Toys,209.12,1,Delivered,PayPal,Desktop,Paid Search,VIP,6.0,11,24,6,14,11,30,5,14,1,West Lucaschester,Connecticut,East Bethborough,Rhode Island,14
Electronics,300.8,2,Shipped,Apple Pay,Tablet,Social,Returning,4.0,11,24,6,14,11,28,3,14,1,Hestertown,Arizona,East Matthewshire,Wisconsin,14
Beauty,227.62,2,Delivered,Apple Pay,Mobile,Paid Search,VIP,7.0,11,24,6,14,12,1,6,14,1,New Brett,New Jersey,Lake Erin,Minnesota,20
Toys,55.04,2,Delivered,PayPal,Tablet,Email,Returning,1.0,11,24,6,14,11,25,0,14,1,Ellisberg,Ohio,Parrishfort,South Carolina,11
Home,348.46,2,Delivered,Google Pay,Mobile,Paid Search,VIP,6.0,11,24,6,14,11,30,5,14,1,Wallaceview,New Mexico,New Alexander,Mississippi,13
Toys,104.83,4,Returned,Google Pay,Mobile,Social,Returning,7.0,11,24,6,14,12,1,6,14,1,Salazarview,Nevada,Williamton,New Mexico,17
Toys,22.5,3,Shipped,PayPal,Desktop,Organic,VIP,2.0,11,24,6,14,11,26,1,14,1,Davidfurt,Massachusetts,West Sarahstad,Massachusetts,11
Clothing,322.74,1,Delivered,PayPal,Desktop,Organic,Returning,4.0,11,25,0,14,11,29,4,14,0,Sarahfurt,Massachusetts,Jillview,Vermont,11
Home,330.16,4,Delivered,Credit Card,Desktop,Organic,VIP,1.0,11,25,0,14,11,26,1,14,0,West Rebeccahaven,Arizona,East Davidstad,North Dakota,9
Electronics,163.33,3,Delivered,Debit Card,Desktop,Email,Returning,5.0,11,25,0,14,11,30,5,14,0,Laurafurt,South Carolina,East Bethville,Vermont,5
Toys,277.99,1,Delivered,Credit Card,Mobile,Paid Search,New,1.0,11,25,0,14,11,26,1,14,0,Kennethborough,Kansas,Blackshire,North Carolina,9
Books,239.03,4,Pending,PayPal,Mobile,Social,VIP,5.0,11,25,0,14,11,30,5,14,0,Aaronside,Mississippi,Marieland,Nebraska,14
Beauty,107.44,1,Pending,Google Pay,Tablet,Email,New,5.0,11,25,0,14,11,30,5,14,0,Stevenport,Delaware,Margaretside,New Hampshire,16
Toys,24.81,1,Delivered,Debit Card,Desktop,Email,Returning,7.0,11,25,0,14,12,2,0,14,0,Port Brucestad,Connecticut,North Brandyton,Mississippi,12
Books,35.84,2,Delivered,PayPal,Mobile,Email,Returning,5.0,11,25,0,14,11,30,5,14,0,Irwinberg,North Carolina,East Micheal,Wyoming,16
Beauty,422.32,2,Returned,Debit Card,Tablet,Email,Returning,6.0,11,25,0,14,12,1,6,14,0,Lake Nicoletown,Illinois,East Kristinland,Kansas,11
Home,85.54,2,Delivered,Credit Card,Tablet,Organic,VIP,5.0,11,25,0,14,11,30,5,14,0,East James,Oklahoma,Lake Jamesberg,New Mexico,15
Home,487.23,3,Returned,PayPal,Mobile,Social,New,5.0,11,25,0,14,11,30,5,14,0,North Anne,California,Nelsontown,Connecticut,10
Toys,467.68,2,Returned,Google Pay,Tablet,Organic,New,2.0,11,25,0,14,11,27,2,14,0,Danielmouth,Nevada,North Maryhaven,Idaho,15
Home,48.5,1,Shipped,Google Pay,Desktop,Paid Search,Returning,2.0,11,25,0,14,11,27,2,14,0,Karlachester,South Carolina,Armstrongshire,Kentucky,12
Electronics,226.9,1,Delivered,Credit Card,Tablet,Social,VIP,1.0,11,25,0,14,11,26,1,14,0,East Tashaview,Arizona,Port David,Alaska,11
Books,324.6,1,Delivered,Debit Card,Mobile,Organic,New,1.0,11,25,0,14,11,26,1,14,0,Kellybury,Missouri,East Paulaborough,Missouri,13
Electronics,321.05,5,Delivered,Debit Card,Desktop,Email,VIP,1.0,11,25,0,14,11,26,1,14,0,North Albertville,Arkansas,East Adrian,Mississippi,7
Beauty,393.73,2,Pending,Google Pay,Desktop,Organic,Returning,5.0,11,25,0,14,11,30,5,14,0,Fosterside,Vermont,East Ryan,Maine,10
Home,174.09,2,Delivered,Google Pay,Tablet,Organic,VIP,3.0,11,25,0,14,11,28,3,14,0,Cantrellberg,Texas,Port Mandyshire,Hawaii,10
Books,480.95,3,Shipped,Google Pay,Tablet,Social,Returning,4.0,11,25,0,14,11,29,4,14,0,South Elizabethbury,Missouri,Derekfurt,South Carolina,14
Electronics,161.25,1,Delivered,Debit Card,Tablet,Social,VIP,6.0,11,25,0,14,12,1,6,14,0,West Melissaville,Ohio,East Karen,Vermont,8
Electronics,140.72,1,Pending,Debit Card,Mobile,Social,Returning,5.0,11,25,0,14,11,30,5,14,0,Coleview,Arizona,Anthonychester,West Virginia,8
Home,366.17,7,Delivered,PayPal,Mobile,Organic,Returning,4.0,11,25,0,14,11,29,4,14,0,East Richard,West Virginia,South Danielberg,Georgia,13
Toys,206.81,1,Delivered,PayPal,Desktop,Social,VIP,7.0,11,25,0,14,12,2,0,14,0,North Valerie,Texas,Jonesview,Vermont,10
Home,381.96,2,Shipped,Debit Card,Mobile,Email,VIP,7.0,11,25,0,14,12,2,0,14,0,Nielsenhaven,Mississippi,Katelynside,Virginia,7
Clothing,162.82,2,Delivered,Google Pay,Mobile,Email,Returning,5.0,11,25,0,14,11,30,5,14,0,New Ericaside,New Jersey,Katrinachester,Kansas,14
Beauty,300.24,1,Shipped,Credit Card,Desktop,Paid Search,Returning,3.0,11,25,0,14,11,28,3,14,0,Wilsonville,New Hampshire,Whiteberg,Florida,21
Books,414.49,1,Shipped,Debit Card,Desktop,Social,VIP,4.0,11,25,0,14,11,29,4,14,0,Boothmouth,Idaho,New Glennfurt,Alabama,12
Beauty,418.46,3,Shipped,Debit Card,Tablet,Organic,Returning,4.0,11,25,0,14,11,29,4,14,0,West Michaelstad,Alabama,East Randy,Michigan,14
Books,398.99,2,Shipped,PayPal,Tablet,Paid Search,VIP,6.0,11,25,0,14,12,1,6,14,0,South Michael,California,Buckleyborough,Iowa,19
Books,140.96,1,Delivered,Credit Card,Desktop,Social,VIP,6.0,11,25,0,14,12,1,6,14,0,West Danielport,West Virginia,Lake Ronnieborough,Wisconsin,19
Toys,454.65,2,Delivered,PayPal,Tablet,Organic,Returning,7.0,11,25,0,14,12,2,0,14,0,Kaitlynburgh,Louisiana,Esparzaborough,Rhode Island,12
Electronics,86.08,5,Delivered,Credit Card,Desktop,Email,Returning,4.0,11,25,0,14,11,29,4,14,0,Port Michelechester,Missouri,West Caitlinberg,Washington,11
Home,382.08,1,Delivered,Debit Card,Desktop,Organic,New,1.0,11,26,1,14,11,27,2,14,0,Bushchester,Missouri,South Joshuabury,Wyoming,11
Clothing,206.27,2,Returned,PayPal,Tablet,Social,VIP,6.0,11,26,1,14,12,2,0,14,0,Griffinville,Florida,Lake Markmouth,Arizona,7
Beauty,292.26,1,Shipped,Apple Pay,Desktop,Social,Returning,7.0,11,26,1,14,12,3,1,14,0,Melissaberg,Rhode Island,Armstrongstad,Maryland,8
Toys,412.39,1,Delivered,Google Pay,Tablet,Organic,Returning,4.0,11,26,1,14,11,30,5,14,0,Christineshire,Arizona,Lake Cathyview,Nevada,14
Home,394.58,1,Delivered,Debit Card,Desktop,Paid Search,VIP,3.0,11,26,1,14,11,29,4,14,0,West Roger,Hawaii,North Gregoryview,Kansas,13
Beauty,428.01,1,Shipped,Google Pay,Mobile,Social,VIP,7.0,11,26,1,14,12,3,1,14,0,Jameschester,West Virginia,Meyershire,North Dakota,10
Electronics,474.79,4,Pending,Google Pay,Desktop,Paid Search,VIP,7.0,11,26,1,14,12,3,1,14,0,North Richard,Tennessee,East Sarahborough,Rhode Island,12
Home,169.11,2,Delivered,Debit Card,Mobile,Social,Returning,1.0,11,26,1,14,11,27,2,14,0,Ricardoport,Minnesota,East Justinport,Nevada,13
Home,62.79,2,Pending,Debit Card,Mobile,Email,Returning,3.0,11,26,1,14,11,29,4,14,0,Lindseyview,Ohio,Hugheschester,Texas,8
Toys,423.99,2,Delivered,Apple Pay,Desktop,Email,Returning,7.0,11,26,1,14,12,3,1,14,0,Port Cody,Pennsylvania,Gilbertchester,Connecticut,10
Beauty,22.62,1,Delivered,Debit Card,Desktop,Paid Search,Returning,4.0,11,26,1,14,11,30,5,14,0,Jonathanberg,Kentucky,Davidton,Minnesota,12
Home,300.25,3,Delivered,Google Pay,Mobile,Social,Returning,6.0,11,26,1,14,12,2,0,14,0,Port Cindy,North Carolina,Lesliefurt,Hawaii,18
Electronics,273.84,2,Delivered,Google Pay,Tablet,Paid Search,VIP,7.0,11,26,1,14,12,3,1,14,0,Port Adamberg,North Dakota,Christensenborough,Arizona,17
Books,337.26,1,Delivered,Google Pay,Desktop,Paid Search,Returning,4.0,11,26,1,14,11,30,5,14,0,East Markhaven,Arkansas,Christinamouth,Illinois,14
Beauty,99.73,1,Returned,Apple Pay,Mobile,Paid Search,Returning,2.0,11,26,1,14,11,28,3,14,0,Sherrihaven,Alaska,Lake Meganside,Massachusetts,9
Clothing,19.01,1,Delivered,Google Pay,Mobile,Organic,VIP,6.0,11,26,1,14,12,2,0,14,0,Patriciabury,Texas,Mooreshire,Kentucky,14
Electronics,248.77,2,Delivered,Debit Card,Desktop,Email,Returning,6.0,11,26,1,14,12,2,0,14,0,Kristinside,Arkansas,Kristinaport,Idaho,12
Toys,59.72,1,Delivered,Google Pay,Desktop,Organic,VIP,1.0,11,26,1,14,11,27,2,14,0,East Christinastad,New Hampshire,South Timothyland,Delaware,8
Toys,447.1,4,Returned,Credit Card,Desktop,Social,Returning,5.0,11,26,1,14,12,1,6,14,0,Ericfort,Kentucky,Wheelerland,Illinois,8
Clothing,207.15,1,Delivered,Apple Pay,Tablet,Email,Returning,6.0,11,26,1,14,12,2,0,14,0,Maxwellbury,Rhode Island,Fieldston,South Carolina,6
Toys,420.83,3,Delivered,PayPal,Mobile,Paid Search,Returning,2.0,11,26,1,14,11,28,3,14,0,Daltonfurt,Arkansas,West Wanda,Pennsylvania,14
Home,488.98,2,Delivered,Google Pay,Tablet,Paid Search,New,5.0,11,26,1,14,12,1,6,14,0,Fisherstad,California,Owensview,Missouri,14
Home,150.45,1,Delivered,Apple Pay,Mobile,Organic,Returning,3.0,11,26,1,14,11,29,4,14,0,East Ryan,Wyoming,Carolynborough,Indiana,11
Clothing,109.4,1,Shipped,Google Pay,Desktop,Paid Search,VIP,1.0,11,26,1,14,11,27,2,14,0,Nixonview,Colorado,Port Garrett,Utah,9
Books,130.81,1,Delivered,Credit Card,Desktop,Email,VIP,4.0,11,26,1,14,11,30,5,14,0,West Julie,Missouri,Michaelfurt,Utah,14
Books,242.66,1,Delivered,Apple Pay,Tablet,Email,New,4.0,11,26,1,14,11,30,5,14,0,Shellyhaven,Florida,Brittanyville,North Dakota,15
Clothing,455.94,3,Shipped,Credit Card,Desktop,Email,Returning,5.0,11,26,1,14,12,1,6,14,0,Mccoyburgh,Indiana,Thomasview,Florida,12
Toys,362.72,2,Shipped,Debit Card,Mobile,Email,Returning,1.0,11,26,1,14,11,27,2,14,0,Lake Lauren,Maryland,Jessicaland,Wyoming,11
Clothing,100.72,1,Delivered,PayPal,Mobile,Organic,Returning,2.0,11,26,1,14,11,28,3,14,0,West Meghan,Ohio,Williamport,Wyoming,7
Home,133.75,2,Delivered,PayPal,Desktop,Email,VIP,3.0,11,26,1,14,11,29,4,14,0,Bryanland,Alabama,Lake Andrewland,Wisconsin,7
Toys,389.51,2,Delivered,Credit Card,Mobile,Organic,Returning,4.0,11,26,1,14,11,30,5,14,0,Caldwellchester,Nevada,Jonesside,Georgia,15
Toys,343.99,1,Delivered,Google Pay,Mobile,Email,Returning,7.0,11,26,1,14,12,3,1,14,0,West Anthonyland,Texas,Ryanville,Kentucky,17
Clothing,498.64,1,Delivered,Apple Pay,Desktop,Social,Returning,3.0,11,26,1,14,11,29,4,14,0,Lisaport,Hawaii,Baileyhaven,Colorado,14
Electronics,448.42,2,Shipped,Debit Card,Tablet,Email,Returning,4.0,11,26,1,14,11,30,5,14,0,North Christopher,Minnesota,North Diane,Georgia,13
Books,194.46,1,Delivered,Google Pay,Tablet,Paid Search,VIP,5.0,11,26,1,14,12,1,6,14,0,Matthewchester,Alabama,Davisborough,Virginia,8
Electronics,40.91,1,Delivered,Credit Card,Desktop,Organic,VIP,4.0,11,27,2,14,12,1,6,14,0,Lake David,Florida,Sabrinachester,Virginia,12
Electronics,270.95,1,Delivered,Debit Card,Mobile,Paid Search,VIP,6.0,11,27,2,14,12,3,1,14,0,Lake Ruben,Kansas,Port Sharonland,Nebraska,7
Beauty,299.94,1,Shipped,PayPal,Tablet,Paid Search,VIP,6.0,11,27,2,14,12,3,1,14,0,Cynthiaside,Mississippi,Joshuaton,Minnesota,12
Books,301.77,1,Shipped,PayPal,Mobile,Paid Search,VIP,2.0,11,27,2,14,11,29,4,14,0,Georgeview,West Virginia,East Gregoryshire,Iowa,10
Clothing,207.6,1,Delivered,Google Pay,Mobile,Social,VIP,2.0,11,27,2,14,11,29,4,14,0,Claireton,Massachusetts,New Thomas,New Mexico,10
Clothing,320.57,3,Delivered,Google Pay,Desktop,Paid Search,Returning,7.0,11,27,2,14,12,4,2,14,0,Paulmouth,Idaho,Port Margaret,Michigan,9
Toys,190.05,2,Delivered,Google Pay,Tablet,Social,VIP,3.0,11,27,2,14,11,30,5,14,0,North Miguel,Nevada,Taylorfort,California,11
Home,219.69,1,Returned,Credit Card,Mobile,Organic,Returning,2.0,11,27,2,14,11,29,4,14,0,East Waynehaven,Hawaii,Juliashire,Utah,9
Clothing,375.63,2,Delivered,Apple Pay,Tablet,Paid Search,VIP,1.0,11,27,2,14,11,28,3,14,0,Nicholasburgh,Alabama,Kathleenport,Iowa,13
Electronics,118.32,2,Delivered,Google Pay,Mobile,Social,Returning,5.0,11,27,2,14,12,2,0,14,0,Lawsontown,Pennsylvania,Erikton,Kentucky,11
Electronics,147.64,3,Shipped,Apple Pay,Mobile,Organic,VIP,7.0,11,27,2,14,12,4,2,14,0,Williamside,Michigan,New Danielmouth,Hawaii,10
Electronics,128.62,5,Delivered,Apple Pay,Desktop,Email,Returning,4.0,11,27,2,14,12,1,6,14,0,New Matthewville,Illinois,West Ashley,South Dakota,9
Toys,458.27,1,Delivered,Credit Card,Mobile,Organic,New,1.0,11,27,2,14,11,28,3,14,0,Stephenmouth,Florida,East Jonathanview,Mississippi,10
Books,138.79,3,Delivered,PayPal,Tablet,Social,VIP,6.0,11,27,2,14,12,3,1,14,0,Lake Sandra,Virginia,North Barbaraton,New Hampshire,10
Electronics,182.65,1,Delivered,Credit Card,Desktop,Paid Search,VIP,4.0,11,27,2,14,12,1,6,14,0,North Tonyatown,Texas,North Jorge,Montana,8
Home,40.71,1,Delivered,PayPal,Mobile,Social,Returning,3.0,11,27,2,14,11,30,5,14,0,West Jennifer,Texas,West Jason,Louisiana,12
Toys,70.22,1,Pending,Google Pay,Desktop,Social,VIP,7.0,11,27,2,14,12,4,2,14,0,South Calvinfurt,Virginia,New Jennifershire,Oklahoma,15
Toys,300.24,4,Delivered,PayPal,Desktop,Organic,VIP,6.0,11,27,2,14,12,3,1,14,0,Richardbury,South Dakota,East Calvin,Nevada,8
Books,16.67,3,Delivered,Credit Card,Mobile,Paid Search,VIP,2.0,11,27,2,14,11,29,4,14,0,Matthewshire,Georgia,West Clarence,Rhode Island,5
Books,341.9,2,Shipped,Google Pay,Desktop,Social,Returning,7.0,11,27,2,14,12,4,2,14,0,Harrisfort,Utah,Kellyville,Wisconsin,13
Clothing,453.87,1,Delivered,Apple Pay,Mobile,Organic,VIP,5.0,11,27,2,14,12,2,0,14,0,West Stephanie,Wisconsin,Port Jesusville,Tennessee,4
Toys,80.79,3,Delivered,Debit Card,Desktop,Paid Search,VIP,5.0,11,27,2,14,12,2,0,14,0,Christopherberg,Louisiana,Gonzalezton,Missouri,15
Beauty,495.35,1,Delivered,Google Pay,Tablet,Email,Returning,6.0,11,27,2,14,12,3,1,14,0,Torresside,New Jersey,West Gabriel,Kansas,9
Clothing,489.66,3,Delivered,Apple Pay,Desktop,Organic,VIP,5.0,11,27,2,14,12,2,0,14,0,Huffton,Nebraska,New Angela,Wyoming,13
Beauty,314.11,4,Delivered,PayPal,Desktop,Social,VIP,5.0,11,27,2,14,12,2,0,14,0,Lake Valerie,Maine,Kelleystad,Connecticut,9
Home,313.64,4,Pending,Apple Pay,Desktop,Email,Returning,6.0,11,27,2,14,12,3,1,14,0,West Paigeview,Georgia,Sharonbury,Wisconsin,16
Home,231.08,1,Shipped,Debit Card,Tablet,Email,Returning,1.0,11,27,2,14,11,28,3,14,0,South Markmouth,New Jersey,Lake Christineshire,Nebraska,16
Electronics,375.98,3,Delivered,Apple Pay,Tablet,Organic,Returning,1.0,11,28,3,14,11,29,4,14,0,Bakerville,Oklahoma,Port Stephenview,South Dakota,14
Home,184.64,4,Delivered,Credit Card,Tablet,Email,VIP,3.0,11,28,3,14,12,1,6,14,0,Matthewsside,Michigan,Haleyville,South Carolina,9
Beauty,255.1,2,Delivered,Debit Card,Desktop,Email,VIP,3.0,11,28,3,14,12,1,6,14,0,Patrickchester,Michigan,Banksmouth,New Hampshire,9
Toys,140.21,1,Delivered,Apple Pay,Mobile,Email,VIP,7.0,11,28,3,14,12,5,3,14,0,Port Edgar,Indiana,Brianburgh,Pennsylvania,11
Beauty,270.46,1,Delivered,Google Pay,Mobile,Social,VIP,6.0,11,28,3,14,12,4,2,14,0,New Michaelhaven,Florida,East Marieton,Missouri,12
Books,495.72,1,Shipped,Credit Card,Desktop,Paid Search,VIP,7.0,11,28,3,14,12,5,3,14,0,Jamestown,Maine,Theresaview,West Virginia,12
Clothing,73.1,1,Delivered,Apple Pay,Mobile,Organic,Returning,7.0,11,28,3,14,12,5,3,14,0,Batesberg,Kansas,West Devonmouth,Wyoming,17
Books,158.39,1,Delivered,Apple Pay,Mobile,Email,Returning,4.0,11,28,3,14,12,2,0,14,0,Johnsonville,Maine,South Scottchester,Georgia,15
Clothing,46.82,1,Delivered,Apple Pay,Mobile,Organic,Returning,1.0,11,28,3,14,11,29,4,14,0,Brianview,Utah,Emmamouth,Utah,12
Beauty,300.19,1,Pending,Debit Card,Desktop,Paid Search,VIP,7.0,11,28,3,14,12,5,3,14,0,East Jayshire,Louisiana,New Ryanport,Virginia,8
Home,396.26,2,Delivered,Debit Card,Tablet,Organic,VIP,5.0,11,28,3,14,12,3,1,14,0,Cabreratown,North Carolina,Coryfort,Maryland,12
Clothing,276.43,5,Delivered,Debit Card,Mobile,Email,VIP,3.0,11,28,3,14,12,1,6,14,0,Stephaniestad,Arizona,Colleenville,Oregon,10
Beauty,230.73,4,Delivered,Apple Pay,Desktop,Organic,Returning,3.0,11,28,3,14,12,1,6,14,0,Dennisview,South Dakota,Lake Tammyview,Montana,9
Home,401.38,4,Delivered,Credit Card,Mobile,Social,Returning,6.0,11,28,3,14,12,4,2,14,0,Harperberg,Rhode Island,South Melissaberg,Utah,8
Toys,35.3,2,Shipped,PayPal,Tablet,Social,VIP,1.0,11,28,3,14,11,29,4,14,0,West George,Maryland,Morrisshire,Michigan,13
Electronics,396.57,1,Delivered,PayPal,Desktop,Email,Returning,1.0,11,28,3,14,11,29,4,14,0,Hillberg,Nebraska,South Kimberly,Virginia,16
Books,376.09,2,Pending,Credit Card,Mobile,Social,New,1.0,11,28,3,14,11,29,4,14,0,North Valeriemouth,Montana,Wallshaven,Vermont,10
Beauty,239.88,2,Delivered,PayPal,Mobile,Email,Returning,6.0,11,28,3,14,12,4,2,14,0,South Tanyaville,Texas,Brownton,Alaska,10
Electronics,87.2,2,Shipped,Apple Pay,Desktop,Social,Returning,4.0,11,28,3,14,12,2,0,14,0,Paulshire,Minnesota,North Anthony,New Mexico,12
Beauty,357.54,1,Delivered,Google Pay,Desktop,Paid Search,VIP,5.0,11,28,3,14,12,3,1,14,0,Lake Ruth,Massachusetts,Martinstad,Minnesota,12
Electronics,90.66,2,Shipped,Apple Pay,Mobile,Social,Returning,1.0,11,28,3,14,11,29,4,14,0,Port Kathleen,Iowa,New Zacharyfort,Alaska,16
Beauty,230.09,4,Delivered,PayPal,Desktop,Organic,Returning,5.0,11,28,3,14,12,3,1,14,0,Alexandramouth,Tennessee,East Cassandra,New Jersey,13
Toys,224.8,6,Shipped,PayPal,Mobile,Email,Returning,7.0,11,28,3,14,12,5,3,14,0,South Jenna,Washington,New Timothy,West Virginia,13
Home,43.91,1,Delivered,Debit Card,Desktop,Paid Search,Returning,2.0,11,28,3,14,11,30,5,14,0,Dominguezshire,Maine,South Kimberlyside,California,8
Clothing,341.94,2,Delivered,Credit Card,Mobile,Social,Returning,1.0,11,28,3,14,11,29,4,14,0,Lake Jenniferfort,Vermont,Michaelfort,New Jersey,11
Electronics,16.62,1,Pending,Google Pay,Desktop,Paid Search,VIP,1.0,11,28,3,14,11,29,4,14,0,Tanyatown,North Carolina,North Mikeborough,Connecticut,6
Toys,282.71,1,Delivered,Apple Pay,Tablet,Organic,VIP,2.0,11,28,3,14,11,30,5,14,0,East Tammyport,Arizona,West Joshuachester,Kansas,7
Beauty,20.6,1,Returned,Apple Pay,Desktop,Email,VIP,3.0,11,28,3,14,12,1,6,14,0,North Jameschester,Utah,Coffeyfort,Maryland,11
Home,231.02,1,Delivered,Google Pay,Desktop,Paid Search,VIP,4.0,11,28,3,14,12,2,0,14,0,East Jaclynview,Oregon,New Lisa,New York,8
Electronics,42.61,3,Delivered,Google Pay,Tablet,Social,Returning,1.0,11,29,4,14,11,30,5,14,0,Lake Andreaton,Minnesota,Hendersonhaven,Missouri,13
Home,213.64,4,Delivered,Google Pay,Desktop,Social,VIP,6.0,11,29,4,14,12,5,3,14,0,Gregoryshire,Iowa,Lake Samuel,Alaska,12
Electronics,305.66,4,Delivered,Credit Card,Desktop,Email,Returning,3.0,11,29,4,14,12,2,0,14,0,Meganmouth,Ohio,Barbaratown,Kansas,8
Clothing,113.41,3,Shipped,Debit Card,Tablet,Organic,Returning,1.0,11,29,4,14,11,30,5,14,0,Wardland,North Carolina,Lisahaven,Minnesota,12
Books,486.83,1,Delivered,Debit Card,Mobile,Paid Search,Returning,2.0,11,29,4,14,12,1,6,14,0,Barrettberg,Florida,North James,Mississippi,10
Beauty,293.62,3,Delivered,Google Pay,Desktop,Organic,Returning,2.0,11,29,4,14,12,1,6,14,0,Sandovalton,Texas,Deckerside,Georgia,10
Toys,96.63,5,Delivered,Debit Card,Desktop,Social,Returning,3.0,11,29,4,14,12,2,0,14,0,Melissafurt,Kansas,Lake Elizabethview,Iowa,9
Beauty,138.32,1,Delivered,Debit Card,Tablet,Social,Returning,4.0,11,29,4,14,12,3,1,14,0,Chambersmouth,Indiana,Woodmouth,Ohio,18
Home,45.92,3,Delivered,Debit Card,Desktop,Social,VIP,6.0,11,29,4,14,12,5,3,14,0,East Leahmouth,New Hampshire,West Michael,South Dakota,8
Home,497.32,2,Delivered,PayPal,Tablet,Organic,New,4.0,11,29,4,14,12,3,1,14,0,North Dustinside,West Virginia,South Brianville,North Carolina,7
Home,159.05,2,Shipped,Google Pay,Tablet,Organic,VIP,7.0,11,29,4,14,12,6,4,14,0,East Crystalville,Alaska,Lake Bruceborough,North Dakota,14
Clothing,126.32,1,Shipped,PayPal,Mobile,Email,VIP,2.0,11,29,4,14,12,1,6,14,0,Brownport,West Virginia,South Paul,Connecticut,10
Beauty,257.99,6,Delivered,Apple Pay,Mobile,Social,Returning,1.0,11,29,4,14,11,30,5,14,0,Nicoletown,Illinois,East Jorge,Vermont,15
Electronics,381.48,2,Delivered,Credit Card,Mobile,Paid Search,Returning,1.0,11,29,4,14,11,30,5,14,0,East Alexandra,Kentucky,East Melissastad,Louisiana,10
Home,262.94,3,Delivered,PayPal,Desktop,Email,Returning,5.0,11,29,4,14,12,4,2,14,0,Port David,Kentucky,Millerland,Maryland,17
Beauty,213.53,6,Delivered,Credit Card,Tablet,Social,New,5.0,11,29,4,14,12,4,2,14,0,Jesuschester,Delaware,East Rodneyville,Florida,9
Electronics,309.03,1,Delivered,Credit Card,Desktop,Email,VIP,2.0,11,29,4,14,12,1,6,14,0,Carpenterbury,Massachusetts,South Michael,New Hampshire,11
Books,490.59,1,Delivered,Debit Card,Tablet,Email,Returning,6.0,11,29,4,14,12,5,3,14,0,Haynesland,New York,Conradville,Wyoming,11
Clothing,441.17,1,Delivered,Credit Card,Tablet,Social,Returning,7.0,11,29,4,14,12,6,4,14,0,Port Larryberg,North Dakota,East Debra,Rhode Island,10
Toys,341.46,4,Returned,Apple Pay,Desktop,Social,Returning,6.0,11,29,4,14,12,5,3,14,0,South Rachel,Utah,Port Janice,Vermont,11
Books,453.63,2,Delivered,PayPal,Tablet,Social,VIP,5.0,11,29,4,14,12,4,2,14,0,North Cathyport,Minnesota,Lake Lori,Wisconsin,10
Beauty,232.07,1,Delivered,Google Pay,Tablet,Paid Search,New,3.0,11,29,4,14,12,2,0,14,0,Sanchezfort,Kentucky,South Kristina,Ohio,12
Toys,451.91,1,Delivered,Debit Card,Desktop,Paid Search,VIP,1.0,11,29,4,14,11,30,5,14,0,New Katherine,Mississippi,Jacquelinechester,Mississippi,12
Clothing,100.74,1,Delivered,Credit Card,Desktop,Paid Search,VIP,6.0,11,29,4,14,12,5,3,14,0,North Chelseaport,Delaware,Port Rebecca,Arkansas,14
Beauty,458.69,3,Delivered,Apple Pay,Desktop,Organic,Returning,5.0,11,29,4,14,12,4,2,14,0,Torresberg,Utah,Simmonshaven,Vermont,15
Beauty,49.12,3,Delivered,Google Pay,Desktop,Organic,VIP,3.0,11,29,4,14,12,2,0,14,0,Lake Andrealand,Missouri,New Matthewborough,Kentucky,5
Toys,409.43,3,Delivered,Credit Card,Desktop,Organic,VIP,3.0,11,29,4,14,12,2,0,14,0,North Emily,Idaho,Williamview,Tennessee,8
Books,373.42,1,Delivered,Google Pay,Tablet,Social,Returning,6.0,11,29,4,14,12,5,3,14,0,East Marktown,Tennessee,Gregoryport,Tennessee,4
Books,217.33,3,Delivered,Apple Pay,Mobile,Organic,New,5.0,11,30,5,14,12,5,3,14,1,East Samantha,Kentucky,South Carol,New Jersey,7
Toys,59.1,1,Delivered,Google Pay,Mobile,Email,VIP,3.0,11,30,5,14,12,3,1,14,1,New Thomasshire,Wyoming,Lake Joshuaville,Hawaii,12
